Family Number	Protein Family
2071	COA1 family
2072	COA2 family
2073	COA3 family
2074	COA4 family
2075	COA8 family
2076	CoaE family
2077	coagulin family
2078	Cob(I)alamin adenosyltransferase family
2079	Cob(I)alamin adenosyltransferase family. EutT subfamily
2080	Cob(I)alamin adenosyltransferase family. PduO subfamily
2081	CobB/CbiA family
2082	CobB/CobQ family. CobQ subfamily
2083	CobB/CobQ family. GatD subfamily
2084	CobD/CbiB family
2085	CobH/CbiC family
2086	CobN family
2087	COBRA family
2088	CobS family
2089	CobT family
2090	CobU/CobP family
2091	CocE/NonD hydrolase family
2092	CodY family
2093	COE family
2094	CofC family
2095	CofD family
2096	CofE family
2097	COG1 family
2098	COG2 family
2099	COG3 family
2100	COG4 family
2101	COG5 family
2102	COG6 family
2103	COG7 family
2104	COG8 family
2105	coilin family
2106	cold shock protein (CSP) family
2107	Cold-regulated 413 protein family
2108	COLEC10/COLEC11 family
2109	coleoptericin family
2110	colicin/pyosin nuclease family
2111	colicins ColE2/ColE8/ColE9 and pyocins S1/S2 family
2112	colipase family
2113	COLQ family
2114	com family
2115	COM1/SAE2/CtIP family
2116	ComB family
2117	ComC family
2118	ComD family
2119	comF family
2120	ComF/GntX family
2121	ComGC family
2122	commissureless family
2123	comoviridae genome polyprotein B family
2124	complement C6/C7/C8/C9 (TC 1.C.39) family
2125	complement C6/C7/C8/C9 family
2126	complex I 20 kDa subunit family
2127	complex I 23 kDa subunit family
2128	complex I 24 kDa subunit family
2129	complex I 30 kDa subunit family
2130	complex I 49 kDa subunit family
2131	complex I 51 kDa subunit family
2132	complex I 75 kDa subunit family
2133	complex I LYR family
2134	complex I LYR family. LYRM9 subfamily
2135	complex I LYR family. MZM1 subfamily
2136	complex I LYR family. SDHAF1 subfamily
2137	complex I LYR family. SDHAF3 subfamily
2138	complex I NdhL subunit family
2139	complex I NdhM subunit family
2140	complex I NdhN subunit family
2141	complex I NdhO subunit family
2142	complex I NDUFA1 subunit family
2143	complex I NDUFA10 subunit family
2144	complex I NDUFA11 subunit family
2145	complex I NDUFA12 subunit family
2146	complex I NDUFA13 subunit family
2147	complex I NDUFA2 subunit family
2148	complex I NDUFA3 subunit family
2149	complex I NDUFA4 subunit family
2150	complex I NDUFA5 subunit family
2151	complex I NDUFA7 subunit family
2152	complex I NDUFA8 subunit family
2153	complex I NDUFA9 subunit family
2154	complex I NDUFB1 subunit family
2155	complex I NDUFB10 subunit family
2156	complex I NDUFB11 subunit family
2157	complex I NDUFB2 subunit family
2158	complex I NDUFB3 subunit family
2159	complex I NDUFB4 subunit family
2160	complex I NDUFB5 subunit family
2161	complex I NDUFB6 subunit family
2162	complex I NDUFB7 subunit family
2163	complex I NDUFB8 subunit family
2164	complex I NDUFC1 subunit family
2165	complex I NDUFC2 subunit family
2166	complex I NDUFS4 subunit family
2167	complex I NDUFS5 subunit family
2168	complex I NDUFS6 subunit family
2169	complex I NDUFV3 subunit family
2170	complex I Nqo15 family
2171	complex I subunit 1 family
2172	complex I subunit 2 family
2173	complex I subunit 3 family
2174	complex I subunit 4 family
2175	complex I subunit 4L family
2176	complex I subunit 5 family
2177	complex I subunit 6 family
2178	complex IV NDUFA4 subunit family
2179	complexin/synaphin family
2180	con-10 family
2181	concentrative nucleoside transporter (CNT) (TC 2.A.41) family
2182	connexin family
2183	connexin family. Alpha-type (group II) subfamily
2184	connexin family. Beta-type (group I) subfamily
2185	connexin family. Delta-type subfamily
2186	connexin family. Gamma-type subfamily
2187	conopeptide P-like superfamily
2188	conotoxin A superfamily
2189	conotoxin B superfamily
2190	conotoxin I1 superfamily
2191	conotoxin I2 superfamily
2192	conotoxin I3 superfamily
2193	conotoxin M family
2194	conotoxin M superfamily
2195	conotoxin M superfamily. Conopeptide Y family
2196	conotoxin O1 family
2197	conotoxin O1 superfamily
2198	conotoxin O2 family
2199	conotoxin O2 superfamily
2200	conotoxin O3 superfamily
2201	conotoxin P superfamily
2202	conotoxin T superfamily
2203	CONSTANS family
2204	COP1 family
2205	CopC family
2206	CopD family
2207	COPE family
2208	COPG family
2209	CopI family
2210	copine family
2211	copper transporter (Ctr) (TC 1.A.56) family. SLC31A subfamily
2212	copper type II ascorbate-dependent monooxygenase family
2213	copper/topaquinone oxidase family
2214	COQ10 family
2215	COQ4 family
2216	COQ7 family
2217	COQ9 family
2218	CorA metal ion transporter (MIT) (TC 1.A.35) family
2219	CorA metal ion transporter (MIT) (TC 1.A.35.5) family
2220	corazonin family
2221	CoREST family
2222	cornichon family
2223	cornifelin family
2224	cornifin (SPRR) family
2225	coronavirus group 2 protein 9b family
2226	coronavirus I protein family
2227	coronaviruses 12.7 kDa protein family
2228	coronaviruses accessory protein 6 family
2229	coronaviruses I protein family
2230	coronaviruses M protein family
2231	coronaviruses ns12.7 protein family
2232	coronaviruses ns2a protein family
2233	coronaviruses NS3b protein family
2234	coronaviruses ns4.9 protein family
2235	coronaviruses ns4/ns4.8 protein family
2236	coronaviruses NS4a protein family
2237	coronaviruses NS4b protein family
2238	coronaviruses ns7/ns7a protein family
2239	coronaviruses polyprotein 1ab family
2240	coronaviruses spike protein family
2241	cortexillin family
2242	cortexin family
2243	costars family
2244	CotE family
2245	CotF family
2246	CotH family
2247	CotS family
2248	CowN family
2249	COX11/CtaG (TC 3.D.4.8) family
2250	COX11/CtaG family
2251	COX15/CtaA family
2252	COX15/CtaA family. Type 1 subfamily
2253	COX15/CtaA family. Type 2 subfamily
2254	COX16 family
2255	COX17 family
2256	COX19 family
2257	COX20 family
2258	COX23 family
2259	CP12 family
2260	CPA3 antiporters (TC 2.A.63) subunit A family
2261	CPA3 antiporters (TC 2.A.63) subunit B family
2262	CPA3 antiporters (TC 2.A.63) subunit C family
2263	CPA3 antiporters (TC 2.A.63) subunit D family
2264	CPA3 antiporters (TC 2.A.63) subunit E family
2265	CPA3 antiporters (TC 2.A.63) subunit F family
2266	CPA3 antiporters (TC 2.A.63) subunit G family
2267	CpcE/RpcE/PecE family
2268	CpcS/CpeS biliprotein lyase family
2269	CpcT/CpeT biliprotein lyase family
2270	CpoB family
2271	CpsC/CapA family
2272	CpsD/CapB family
2273	CPSF1 family
2274	CPSF4/YTH1 family
2275	CpxP/Spy family
2276	CRBN family
2277	creA/MIG C2H2-type zinc-finger protein family
2278	creatininase superfamily
2279	creatininase superfamily. FAPy deformylase family
2280	CREC family
2281	CREG family
2282	CRELD family
2283	Cren7 family
2284	Crescerin family
2285	CRF-binding protein family
2286	CrgA family
2287	Crinkler effector family
2288	CRIPT family
2289	CRISP family
2290	CRISP family. Venom allergen 5-like subfamily
2291	CRISPR associated protein CasA/Cse1 family. Type I-E/Ecoli subfamily
2292	CRISPR system Cmr1 family
2293	CRISPR system Cmr2 family
2294	CRISPR system Cmr3 family
2295	CRISPR system Cmr4 family
2296	CRISPR system Cmr5 family
2297	CRISPR system Cmr6 family
2298	CRISPR system Cmr7 family
2299	CRISPR-associated Cas10/Csm1 family
2300	CRISPR-associated Cas9 family. Subtype II-A subfamily
2301	CRISPR-associated CasB/Cse2 family
2302	CRISPR-associated Csa3 family
2303	CRISPR-associated Csm2 family
2304	CRISPR-associated Csm3 family
2305	CRISPR-associated Csm4 family
2306	CRISPR-associated Csm5 family
2307	CRISPR-associated Csm6 family
2308	CRISPR-associated Csn2 protein family
2309	CRISPR-associated Csx1 family
2310	CRISPR-associated Csy1 family
2311	CRISPR-associated Csy2 family
2312	CRISPR-associated Csy3 family
2313	CRISPR-associated endonuclease Cas1 family
2314	CRISPR-associated endonuclease Cas12a family
2315	CRISPR-associated endonuclease Cas12f family
2316	CRISPR-associated endoribonuclease Cas2 protein family
2317	CRISPR-associated endoribonuclease Cas2 protein family. E.coli-subtype subfamily
2318	CRISPR-associated endoribonuclease Cas6 family
2319	CRISPR-associated endoribonuclease Cas6 family. Cas6f/Csy4, subtype I-F/Ypest subfamily
2320	CRISPR-associated exonuclease Cas4 family
2321	CRISPR-associated helicase Cas3 family
2322	CRISPR-associated nuclease Cas3-HD family
2323	CRISPR-associated protein Cas5 family. Subtype I-A/Apern subfamily
2324	CRISPR-associated protein Cas5 family. Subtype I-C/Dvulg subfamily
2325	CRISPR-associated protein Cas5 family. Subtype I-E/Ecoli subfamily
2326	CRISPR-associated protein Cas6/Cse3/CasE family
2327	CRISPR-associated protein Cas6/Cse3/CasE family. Subtype I-E/Ecoli subfamily
2328	CRISPR-associated protein Cas6/Cse3/CasE family. Subtype Myxan subfamily
2329	CRISPR-associated protein Cas7/Cst2/DevR family. Subtype I-a/Apern subfamily
2330	CRISPR-associated protein Cas7/Cst2/DevR family. Subtype I-B/Tneap subfamily
2331	CRISPR-associated protein Cas8a2/Csa4 family. Subtype I-A/Apern subfamily
2332	CRISPR-associated protein Cas9 family. Subtype II-A subfamily
2333	CRISPR-associated protein Cas9 family. Subtype II-C subfamily
2334	CRISPR-associated protein Csa1 family
2335	CRK family
2336	Crl family
2337	crooked-neck family
2338	crotamine-myotoxin family
2339	CRP1/MDG1 family
2340	CRT-like transporter family
2341	Crumbs protein family
2342	csb family
2343	CSC1 (TC 1.A.17) family
2344	CSF1 family
2345	CsgA/CsgB family
2346	CsgC/AgfC family
2347	CsgG family
2348	CSL4 family
2349	CSM2 family
2350	CSM3 family
2351	CSMD family
2352	CSN1 family
2353	CSN12 family
2354	CSN2 family
2355	CSN3 family
2356	CSN4 family
2357	CSN7/EIF3M family. CSN7 subfamily
2358	CSN8 family
2359	CSN9 family
2360	CsoR family
2361	CsoS2 family
2362	CSR2 family
2363	CsrA/RsmA family
2364	CT45 family.
2365	CT47 family
2366	CTAG/PCC1 family
2367	CTC1 family
2368	CTCF zinc-finger protein family
2369	CTDSPL2 family
2370	CTF/NF-I family
2371	CTF8 family
2372	CTIF family
2373	CTK3 family
2374	CTL (choline transporter-like) family
2375	CTNNBIP1 family
2376	CTP synthase family
2377	CTR86 family
2378	CtsR family
2379	CTU2/NCS2 family
2380	Cu-Zn superoxide dismutase family
2381	CUB1 family
2382	cucumovirus capsid protein family
2383	cucumovirus movement protein family
2384	cucumovirus/ilarvirus protein 2b family
2385	CUE1 family
2386	cueball family
2387	CugP-type UDP-glucose pyrophosphorylase family
2388	cullin family
2389	cup family
2390	CURT family
2391	CUT homeobox family
2392	cut8/STS1 family
2393	CutA family
2394	CutC family
2395	cuticular collagen family
2396	cutinase family
2397	cutinase family. Acetylxylan esterase subfamily
2398	CvfB family
2399	CvfC family
2400	CWC15 family
2401	CWC16 family
2402	CWC16 family. YJU2 subfamily
2403	CWC21 family
2404	CWC22 family
2405	CWC24 family
2406	CWC25 family
2407	CWC26 family
2408	CWF11 family
2409	CWF19 family
2410	CwlJ family
2411	CwsA family
2412	cyanamide dehydrase family
2413	cyanase family
2414	cyanovirin-N family
2415	CYBC1 family.
2416	CybS family
2417	CYC8/SSN6 family
2418	CycH family
2419	Cyclase 1 superfamily
2420	Cyclase 1 superfamily. KynB family
2421	cyclic amide hydrolase (CyAH) family
2422	cyclic nucleotide phosphodiesterase class- III family
2423	cyclic nucleotide phosphodiesterase class-II family
2424	cyclic nucleotide phosphodiesterase family
2425	cyclic nucleotide phosphodiesterase family. PDE1 subfamily
2426	cyclic nucleotide phosphodiesterase family. PDE2 subfamily
2427	cyclic nucleotide phosphodiesterase family. PDE3 subfamily
2428	cyclic nucleotide phosphodiesterase family. PDE4 subfamily
2429	cyclic nucleotide phosphodiesterase family. PDE7 subfamily
2430	cyclic nucleotide phosphodiesterase family. PDE8 subfamily
2431	cyclic nucleotide phosphodiesterase family. PDE9 subfamily
2432	cyclic nucleotide-gated cation channel (TC 1.A.1.5) family
2433	cyclic nucleotide-gated cation channel (TC 1.A.1.5) family. CNGA1 subfamily
2434	cyclic nucleotide-gated cation channel (TC 1.A.1.5) family. CNGA2 subfamily
2435	cyclic nucleotide-gated cation channel (TC 1.A.1.5) family. CNGA3 subfamily
2436	cyclic nucleotide-gated cation channel (TC 1.A.1.5) family. CNGA4 subfamily
2437	cyclic nucleotide-gated cation channel (TC 1.A.1.5) family. CNGB1 subfamily
2438	cyclic nucleotide-gated cation channel (TC 1.A.1.5) family. CNGB3 subfamily
2439	cyclin family
2440	cyclin family. Cyclin AB subfamily
2441	cyclin family. Cyclin C subfamily
2442	cyclin family. Cyclin D subfamily
2443	cyclin family. Cyclin E subfamily
2444	cyclin family. Cyclin F subfamily
2445	cyclin family. Cyclin G subfamily
2446	cyclin family. Cyclin J subfamily
2447	cyclin family. Cyclin L subfamily
2448	cyclin family. Cyclin T subfamily
2449	cyclin family. Cyclin U/P subfamily
2450	cyclin family. Cyclin Y subfamily
2451	cyclin family. Cyclin-like FAM58 subfamily
2452	cyclin family. PCL1,2 subfamily
2453	cyclin family. PHO80 subfamily
2454	cyclin-dependent kinase 5 activator family
2455	cyclodeaminase/cyclohydrolase family
2456	cycloisomerase 2 family
2457	cyclophilin-type PPIase family
2458	cyclophilin-type PPIase family. CWC27 subfamily
2459	cyclophilin-type PPIase family. PPIase A subfamily
2460	cyclophilin-type PPIase family. PPIase B subfamily
2461	cyclophilin-type PPIase family. PPIase D subfamily
2462	cyclophilin-type PPIase family. PPIase E subfamily
2463	cyclophilin-type PPIase family. PPIase H subfamily
2464	cyclophilin-type PPIase family. PPIL1 subfamily
2465	cyclophilin-type PPIase family. PPIL2 subfamily
2466	cyclophilin-type PPIase family. PPIL3 subfamily
2467	cyclophilin-type PPIase family. PPIL4 subfamily
2468	cyclotide family
2469	cyclotide family. Bracelet subfamily
2470	cyclotide family. Moebius subfamily
2471	cyclotide family. Moebuis subfamily
2472	CYFIP family
2473	CYK3 family
2474	CYRI family
2475	CYSRT1 family
2476	cystatin family
2477	cystatin family. Phytocystatin subfamily
2478	cysteine dioxygenase family
2479	cysteine protease StiP family
2480	cysteine synthase/cystathionine beta- synthase family
2481	cysteine synthase/cystathionine beta- synthase family. Cds1 subfamily
2482	cysteine synthase/cystathionine beta- synthase family. Highly divergent
2483	cysteine synthase/cystathionine beta- synthase family. SbnA subfamily
2484	cysteine-rich repeat secretory protein family
2485	cysteine-rich repeat secretory protein family. Plasmodesmata-located proteins (PDLD) subfamily
2486	cystinosin (TC 2.A.43.1) family
2487	cystinosin family
2488	CYSTM1 family
2489	CysZ family
2490	cyt1/cyt2 endotoxin family
2491	cytidine and deoxycytidylate deaminase family
2492	cytidine and deoxycytidylate deaminase family. ADAT2 subfamily
2493	cytidine and deoxycytidylate deaminase family. ADAT3 subfamily
2494	cytidylate kinase family. Type 1 subfamily
2495	cytidylate kinase family. Type 2 subfamily
2496	cytidylyltransferase family
2497	cytochrome b family
2498	cytochrome b family. PetB subfamily
2499	cytochrome b family. PetD subfamily
2500	cytochrome b5 family
2501	cytochrome b5 family. MAPR subfamily
2502	cytochrome b558 family
2503	cytochrome b560 family
2504	cytochrome b561 family
2505	cytochrome b562 family
2506	cytochrome c family
2507	cytochrome c family. PetJ subfamily
2508	cytochrome c family. PsbV subfamily
2509	cytochrome c oxidase 5b family
2510	cytochrome c oxidase bacterial subunit 4 family
2511	cytochrome c oxidase bacterial subunit CtaF family
2512	cytochrome c oxidase IV family
2513	cytochrome c oxidase subunit 2 family
2514	cytochrome c oxidase subunit 3 family
2515	cytochrome c oxidase subunit 5A family
2516	cytochrome c oxidase subunit 5B (TC 3.D.4.11) family
2517	cytochrome c oxidase subunit 5B family
2518	cytochrome c oxidase subunit 6A family
2519	cytochrome c oxidase subunit 6B (TC 3.D.4.8) family
2520	cytochrome c oxidase subunit 6B family
2521	cytochrome c oxidase subunit 6c family
2522	cytochrome c oxidase subunit 7 family
2523	cytochrome c oxidase VIIa family
2524	cytochrome c oxidase VIIb family
2525	cytochrome c oxidase VIIc family
2526	cytochrome c oxidase VIII family
2527	cytochrome c-552 family
2528	cytochrome c-type heme lyase family
2529	cytochrome f family
